,serie,sMAPE_ESRNN,MAE_ESRNN,MAPE_ESRNN,RMSE_ESRNN,sMAPE_LGBM,MAE_LGBM,MAPE_LGBM,RMSE_LGBM,correlation,winner,new_trend_Acomulada
1411,D2316,1.154325896533969,109.2319196428572,1.1455930757698052,135.9501139280024,0.745599920881527,70.82611583542673,0.7466290250919411,92.50369386508116,0.6999372104274955,1,1
1412,D2317,4.299464738557882,128.7744785714286,4.632580861734822,230.05908982471203,3.5464114304938765,101.83152874632115,3.76519767848948,211.6088110837132,0.5023895146506614,1,-3
1413,D2318,1.691396551248006,137.81026785714286,1.6751745436656844,160.2175015151,0.869130318254784,70.93369488754817,0.8691382921640425,92.16217361525644,0.8115169290657662,1,1
1414,D2319,1.5761059714657344,228.183035714286,1.5608236324050364,255.4219324619352,15.26748494850614,2065.4027271831906,14.181644515257275,2069.3024453676994,0.0935154227776361,0,-1
1415,D2320,3.0107678698689733,313.36562499999985,2.955139500988948,351.7509463471823,1.4979887293661107,157.71238637908078,1.492179223882026,181.1734736727643,0.4947314370648306,1,3
1416,D2321,2.9810057088560757,62.66721428571431,2.9262863508325863,70.46082058989477,1.035597696783064,22.21708150198804,1.042564979836976,30.210437539672743,0.676679526278219,1,3
1417,D2322,4.390064138264236,639.1647321428574,4.28555219462439,675.1423746073962,1.0474570419218776,155.24733196488913,1.0468084758367668,176.7376790406482,0.7780471938638222,1,3
1418,D2323,3.0297079361051944,36.97308035714283,2.9749690122703973,40.87769196608741,1.0977725303887569,13.533823011570528,1.0933984733707105,16.130387360202338,0.6375473044115156,1,1
1419,D2324,0.9614763584935788,125.57812500000026,0.9553724185294497,152.77266679751386,13.067580580528327,1603.2062956117593,12.262417396733598,1608.0538184634536,0.1673903074988426,0,-1
1420,D2325,2.314814463795677,71.93620535714285,2.278158304133484,85.22464250690462,1.4858401432732111,46.72879927809553,1.4862739173580917,61.125452140757545,0.4540206007182633,1,3
1421,D2326,6.954593809871969,256.1195089285714,7.246011715731812,274.4375099991965,2.0985713834074247,75.45661464933816,2.1242515521113456,96.16305021103535,0.6192069557341595,1,-5
1422,D2327,0.6794909438238065,111.93616071428605,0.6786201093300365,144.56647282193128,43.85108013459508,5939.865857038681,35.963803045256945,5941.358044460122,0.1534860462203618,0,-3
1423,D2328,5.705290411008802,268.06250000000006,5.899415563880795,288.1287146437025,16.668144785157775,681.813766471649,14.989027848888496,796.4319184830855,0.00413614423342,0,-5
1424,D2329,1.9505734535553123,242.31562500000015,1.9221169697359524,299.69623124756765,0.9416881604232472,117.5748687456102,0.9468905003070668,139.57424348275828,0.7774003423640762,1,1
1425,D2330,3.701864412837118,262.9776785714285,3.81378296734216,331.96212170137034,2.277773724907948,161.06515880909623,2.3008937763589445,193.5028067668807,0.8029607984527305,1,-5
1426,D2331,1.6752734636384443,207.05892857142865,1.655720735267591,246.6208045426399,9.725697398455482,1152.7641067246425,9.269698696494386,1160.5192518506224,0.0916663160917639,0,-1
1427,D2332,2.118300795041491,155.54101607142866,2.0844243723659583,193.5459971339872,26.557324753547267,1732.5600334859448,23.437642098802083,1735.7324774942492,-0.3229398056218466,0,-1
1428,D2333,5.034191184780556,168.0305803571429,4.902094010603114,174.11248719198016,1.6831890855879876,57.779540297716366,1.7045575309513343,70.25848940696005,-4.025058848162563e-15,1,3
1429,D2334,1.7620380375435654,239.76294642857127,1.737686787417638,303.46439598230654,0.7669155387568236,104.57190691479911,0.764067746982463,123.30021856719692,0.8196844324197727,1,-1
1430,D2335,2.062615556493544,308.50625000000025,2.092029203693213,359.39335432943227,5.584606745769931,807.5521366150048,5.426700718846601,825.790472439509,-0.0482415385186361,0,-1
